confidence,comments,style,texts,text_id,label,data,p_id,feedback,consent,style_score,confidence_score
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,4: Somewhat Masculine,I prepared my rocket for the competition. I set my rocket to take off mode. The rocket flew like a charm. Everybody cheered at the successful rocket launch. My rocket went the highest and won the competition.,17681,Female,PASTEL,5608a73fd7def20012b7389d,,I agree,4,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,Today it was finally Easter at our church. The kids gathered to find eggs.q This little girl was having a hard time finding some. Those kids took just a few minutes to find most of the eggs. Overall the kids enjoyed their Easter hunt.,13578,Male,PASTEL,5608a73fd7def20012b7389d,,I agree,3,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,4: Somewhat Masculine,"As I enter my third year teaching at Independence High School, I have various technology experiences, but nothing extensive. I love technology, but take little initiative to learn about new programs available. I hope to learn enough to show my students how to use the internet in ways other than s...",3865293,female,BLOG,5608a73fd7def20012b7389d,,I agree,4,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,There is a sign for the Sagamore. Tiffany is another lighted sign. This sign is lit in green. The Penguin Hotel is bluish and distinctive. A distinctive retro sign is Crescent.,9216,Male,PASTEL,5608a73fd7def20012b7389d,,I agree,3,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,4: Somewhat Masculine,The crowd gathered and planned to see the concert. They wait at the diversion nearby. The crowd started to be restless. The sound guys were finally ready for the musicians to take the stage. They played the set they practice for a period of time.,1969,Male,PASTEL,5608a73fd7def20012b7389d,,I agree,4,2
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,4: Somewhat Masculine,"busy week, sport, music the usual stuff. couldnt be bothered posting.made some sik song loop things at lukes, had a pizza dinner and downloaded music. listened to music...rise fm hardcore music 21 minutes hardcore dance track. boring chinese school, came out half and hour early... and yeahhad piz...",3621783,male,BLOG,5608a73fd7def20012b7389d,,I agree,4,2
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,4: Somewhat Masculine,"Texas Hunting Land is a perfect venue for your hunting destinations if you would like your hunting done with tranquility and faraway from the city's buzz and noises. Indeed, Texas offers lots of perfect hunting locations on your behalf that will deliver be familiar with ambiance and environment y...",d328a3c669a5b60298396a53ec2b9e39,male,PAN13-EN,5608a73fd7def20012b7389d,,I agree,4,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,ha!z.. todae waste lots of time in class cuz lookin for classes den will lend us deir ohp...search for so long n finalli 1/8 lend us deirs....den after schl heard tt cher is gg to spotcheck for books left underneath our desk n everyone was so kanjiong in tryin to hide it....but our class onli lef...,3990524,male,BLOG,5608a73fd7def20012b7389d,,I agree,3,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,2: Somewhat Feminine,"We have waited so long for this moment sometimes it is hard to just let it sink in. I couldn't imagine doing this anywhere else, this is simply meant to be. With the joy of the day the memories of agonizing over such small details, like cake size, just melt away. Today is the beginning of something beautiful. I wouldn't change any part of it, even though I would have preferred a limo.",28956,Non-binary,PASTEL,5608a73fd7def20012b7389d,,I agree,2,3
4: Very Confident. You were very certain about your judgment with no hesitation,,2: Somewhat Feminine,This is an attention check. Please select 'Somewhat Feminine (2)' and '4: Very Confident. You were very certain about your judgment with no hesitation',1,,,5608a73fd7def20012b7389d,,I agree,2,4
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,"The foreigners took a tour of the city. They went to a restaurant with a painting on the wall. The guide read the caption, because he was fluent in the language. They decided that the painting was actually a mosaic. It was a picture of a horse, that's for sure.",9084,Non-binary,PASTEL,5608a73fd7def20012b7389d,,I agree,3,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,4: Somewhat Masculine,Artists set up their float for a parade. People gather to view the intricate floats. There are some rather interesting designs incorporated. The small parade was held at tourist heavy location. The distinct landmark made the parade easy to find.,10849,Female,PASTEL,5608a73fd7def20012b7389d,,I agree,4,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,"The   software program can be quite difficult to clear away from your technique. This is simply because of the quantity of diverse programs that get set up on your pc as element of the offer. You will finish up with Phrase, PowerPoint, Excel, Publisher, Cash and additional. If a file gets to be c...",dd7ae05ce600dc92cd6ecb4dc5513280,female,PAN13-EN,5608a73fd7def20012b7389d,,I agree,4,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,4: Somewhat Masculine,However WordPress and Joomla seem to have an edge over the others with regard to global popularity and make use of. Many website design agencies and design experts are proficient with Joomla and WordPress and are able to customise the software to pay the specific needs of a business. Both these p...,75eaa4a58551cf942052ad916998b143,female,PAN13-EN,5608a73fd7def20012b7389d,,I agree,4,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,2: Somewhat Feminine,I'm a student of architecture on my senior trip. I visited the Morris theater to view it's amazing ceiling deisign. Of course a trip to the grounds of Fox Manor is a must. The manor itself has beautiful spires on its large roof. You couldn't ask for a better vacation before my last year of hight school.,34463,Male,PASTEL,5608a73fd7def20012b7389d,,I agree,2,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,2: Somewhat Feminine,Today we checked out this nice humble home. The wood floors were really nice. The bathrooms were quite unique. The table in the hall had alot of seats. There was a really nice home garden.,9317,Male,PASTEL,5608a73fd7def20012b7389d,,I agree,2,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,"When the customers clicked the ad, he or she wound up on your website which had nothing to do with the graphic. In most cases, the visitor is immediately left your internet-site, wasting your money. Many website exist where by AdSense participants make ads seem like navigation, attempt to blend a...",e684ff165d6eb4ec1b922b4c834be23e,female,PAN13-EN,5608a73fd7def20012b7389d,,I agree,4,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,I went on vacation with my family in a trashy location. The strip was surprisingly clean and well lit at night. The signs at night looked very vintage. There were a lot of tourists there taking photos. A lot of organizations took advantage of the tourism by setting up stores to sell souvenirs.,1880,Female,PASTEL,5608a73fd7def20012b7389d,,I agree,3,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,3: Neutral,This is an attention check. Please select 'Neutral (3)' and '2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts',2,,,5608a73fd7def20012b7389d,,I agree,3,2
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,3: Neutral,"First of all you had much better make confident that your child is the age group becoming represented by the modeling agency. This details can be simply found out by means of an online search. Once you are totally convinced that your kid really should be a model, that he or she will become very e...",5b61a6bcd3d466e81a660e56ec69b0cb,male,PAN13-EN,5608a73fd7def20012b7389d,,I agree,3,2
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,3: Neutral,hey Ladies out there i joined this site coz of you so if yo out there n need me come get me ama be waiting i dnt want those that r uptight if you knw wat i mean,bdca1e8ea0510fe813a532bbc79126d6,female,PAN13-EN,5608a73fd7def20012b7389d,,I agree,3,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,"You won't believe it, I just wasted 5 hours sitting here playing this PC gamed called Age of Empires. It is high addictive and my need to win resulted in several attempts at it. I think the computer got sick of playing it that it let me win. Well, that was time well spent... Anyhow, I am writing ...",3520079,female,BLOG,5608a73fd7def20012b7389d,,I agree,4,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,4: Somewhat Masculine,"Last week I was Up North. We have a simmer house up in Pentwater. It is right by Ludington. Our family has a very long line up in Pentwater. My grandparents were raised there. Anyways, we have alot of people that now me and our family. My grandpa always tells me I have 50 grandparents there. It i...",3986168,female,BLOG,5608a73fd7def20012b7389d,,I agree,4,2
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,2: Somewhat Feminine,"I went for a quick walk around town, starting on a street just off of main street, were grafitti had clearly run rampant. I made my way then (through the unfenced yards belonging to the neighbors) into the park, dotted with ponds and people. Upon pondering my next location, I decided that my best course of action would be to walk across a bridge overarching one of the ponds. Here, I stumbled upon a beautiful building that seemed to be in an older American style. Instead of exploring the building, I continued my walk home, making it in just under an hour.",4601,Non-binary,PASTEL,5608a73fd7def20012b7389d,,I agree,2,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,2: Somewhat Feminine,"Today I got to do a beautiful wedding day shoot. We started with these nice special guests. I would say the guys did a nice job. The sun shone so pretty for this perfect day. There were some pretty special decorations on the tables. I was a guest at a wedding, this weekend. The happy couple's get away car was white and all decorated up. The florist did an exceptional job with the corsages and boutonnieres. The reception after the wedding lasted until late afternoon. I brought home a centerpiece as a memento.",30169,Male,PASTEL,5608a73fd7def20012b7389d,,I agree,2,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,3: Neutral,"It was a special day for the marching band at my school. We had been tested previously, and now was the time for our performance on Veterans' Day. We were stellar, and we saluted the group of veterans after our performance. The test of handling the performance anxiety wasn't as bad as maintaining uniform, which we failed and were cheered in response. An example of this failed test is that Brian somehow lost his shoe and realized when we were walking back to the buses.",36341,Female,PASTEL,5608a73fd7def20012b7389d,,I agree,3,2
1: Not Confident. You were unsure or found the text ambiguous,,5: Very Masculine,This is an attention check. Please select 'Very Masculine (5)' and '1: Not Confident. You were unsure or found the text ambiguous',3,,,5608a73fd7def20012b7389d,,I agree,5,1
1: Not Confident. You were unsure or found the text ambiguous,,3: Neutral,"God what is going on this world! Isaiah 4:1 says... And seven women shal take hold of one man in dat day, saying "" we wyl eat our own bread and wear our own clothes, only let us be called by ur name, take away our reproach."" in deed why!!!",af537834b51d385798642c0f4daf22d9,female,PAN13-EN,5608a73fd7def20012b7389d,,I agree,3,1
4: Very Confident. You were very certain about your judgment with no hesitation,,4: Somewhat Masculine,"There are so many different ways that you can send traffic to your blog or website and one of the most affordable and simplest methods is blog commenting. By commenting on the right blog at the right time, you'll be able to get targeted traffic flowing in from the readers who read your comment, a...",39c279b6a6ec993e29b40890f127d5e9,female,PAN13-EN,5608a73fd7def20012b7389d,,I agree,4,4
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,"On the tour, we first stopped in the city square. We then were lead through a more recent attachment to the city, dotted with pop-culture references and personas, including the great Elvis Presley. Then, we went on to the older portion of the city, the streets here lined with historically significant buildings. The next stop was the church, which veered just off the main street of the city, just by my cousin's (that I was staying with) home. Our final stop was the cemetary, inside of which were the graves of prominent figures in the city's history.",34448,Non-binary,PASTEL,5608a73fd7def20012b7389d,,I agree,3,3
4: Very Confident. You were very certain about your judgment with no hesitation,,5: Very Masculine,"If you are among many individuals who are interested in trading the currency market, it is good for you to know the basic of how to do FOREX trading on your own. Now before you taking any further steps, why don’t you try to seek advice from someone you know that probably has years of experience i...",b55cb981ce35e677b6ee9581d70a74e1,male,PAN13-EN,5608a73fd7def20012b7389d,,I agree,5,4
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,5: Very Masculine,"Check the brakes, the wipers and the heater carefully, because any issues with these could cause you serious problems out on the road. Next, check that the tires are higher properly, and the tread is good. Winter in the uk brings rain, ice and occasionally snow, which are the most perilous condit...",b7570d29fbccc7393e4f35c44dd5a497,male,PAN13-EN,5608a73fd7def20012b7389d,,I agree,5,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,"Getting transportation is a trouble. If you do not personal a automobile and you live in a large metropolis, this could be specifically genuine. You're heading to uncover that there are a whole lot of diverse issues to offer with in regards to obtaining about, and when it's time to transfer forwa...",fbd5a32e8be4d4a9e5ad92550b2812b9,female,PAN13-EN,5608a73fd7def20012b7389d,,I agree,4,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,The stage is being set The singers have come on stage The concert should begin shortly They have such a strong vocal presence This was the most powerful and beautiful song I have ever heard,11925,Female,PASTEL,5608a73fd7def20012b7389d,,I agree,3,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,"Beautiful Day in Connecticut, sunny nice breeze and min humidity...gotta love it. Went to my first DCA show of the year last night. Great night for drum corps. If you want to see the scores and read the review go to  Drum Corps discussion Board . Pool is ready and kids have been swimming every da...",3528970,female,BLOG,5608a73fd7def20012b7389d,,I agree,4,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,"Nevertheless, you can avoid these kinds of situations by making sure your skin looks good all the time. Here are some tips that you can use to help yourself get started.You want to know more about finding meaningful lifecell reviews, but the other important side of the coin is that you have to ge...",e66593e03bdc06905c77f158cac5ecc8,male,PAN13-EN,5608a73fd7def20012b7389d,,I agree,3,3
